step,loss,ppl,gate_rate
1,2.5532705783843994,12.8490589909616,0.349609375
2,2.618685722351074,13.717682888417277,0.353515625
3,2.6256439685821533,13.813466761095084,0.3515625
4,2.5943214893341064,13.387500717037723,0.345703125
5,2.4508538246154785,11.59824536015525,0.349609375
6,2.4576780796051025,11.677665427100413,0.3515625
7,2.4503366947174072,11.592249111267762,0.345703125
8,2.5762269496917725,13.147438512052652,0.349609375
9,2.5671353340148926,13.028448778045991,0.349609375
10,2.513634443283081,12.34973299846859,0.349609375
11,2.659325361251831,14.286647520753325,0.3515625
12,2.4990055561065674,12.170385175728994,0.349609375
13,2.632418632507324,13.907366065022659,0.3515625
14,2.528834581375122,12.53888456858784,0.349609375
15,2.5676329135894775,13.034933081141077,0.349609375
16,2.442744493484497,11.504571676790704,0.34375
17,2.7194697856903076,15.172275554297658,0.3515625
18,2.562723159790039,12.9710916200936,0.349609375
19,2.600098133087158,13.465059338010466,0.345703125
20,2.3833141326904297,10.840771149027761,0.345703125
21,2.5247223377227783,12.487427494639972,0.345703125
22,2.39975905418396,11.020520712362142,0.345703125
23,2.5758893489837646,13.14300067665283,0.345703125
24,2.6398122310638428,14.010572610417547,0.345703125
25,2.453887462615967,11.633483661118524,0.34375
26,2.693495512008667,14.78326077574629,0.349609375
27,2.630502223968506,13.8807393918842,0.345703125
28,2.641517400741577,14.034483394178658,0.345703125
29,2.557302951812744,12.900975798646476,0.349609375
30,2.499227285385132,12.173084005647608,0.349609375
31,2.6619887351989746,14.324748922169181,0.3515625
32,2.617563486099243,13.702297042280685,0.34375
33,2.601989269256592,13.49054769212596,0.345703125
34,2.455799102783203,11.655743965837377,0.345703125
35,2.441647529602051,11.491958496544653,0.345703125
36,2.424593210220337,11.297632722872358,0.349609375
37,2.456282377243042,11.66137825054978,0.345703125
38,2.6407785415649414,14.024117717192873,0.349609375
39,2.414689064025879,11.18629159627043,0.345703125
40,2.643620252609253,14.064026885702395,0.345703125
41,2.5233957767486572,12.470873143264305,0.345703125
42,2.6807401180267334,14.595891982008856,0.345703125
43,2.5665485858917236,13.020806602413025,0.345703125
44,2.566861867904663,13.024886425949822,0.34375
45,2.6548500061035156,14.222852558254113,0.345703125
46,2.657041072845459,14.254049942764922,0.349609375
47,2.59490704536438,13.395342144386357,0.345703125
48,2.669644832611084,14.43484149729766,0.349609375
49,2.5512535572052,12.823168286671255,0.349609375
50,2.620795965194702,13.746661095336973,0.349609375
51,2.612029790878296,13.626682114559125,0.345703125
52,2.618234872817993,13.711499671447058,0.349609375
53,2.5832810401916504,13.240509613207479,0.349609375
54,2.6392297744750977,14.002414436210321,0.34375
55,2.670238733291626,14.443416905704806,0.34375
56,2.6182620525360107,13.711872351206368,0.345703125
57,2.583278179168701,13.240471731859806,0.349609375
58,2.5579280853271484,12.90904315231058,0.345703125
59,2.6470870971679688,14.112869296387805,0.345703125
60,2.7498230934143066,15.639864844351283,0.349609375
61,2.642374038696289,14.046511016252154,0.349609375
62,2.6721365451812744,14.470853820852556,0.34375
63,2.673006057739258,14.483441881920017,0.349609375
64,2.684438705444336,14.649976120244915,0.349609375
65,2.590092658996582,13.331006783681602,0.341796875
66,2.630990982055664,13.887525373734384,0.345703125
67,2.499748706817627,12.1794329676463,0.345703125
68,2.4266092777252197,11.320432488297614,0.341796875
69,2.606015205383301,13.544969250802255,0.345703125
70,2.452179193496704,11.613627504888703,0.34375
71,2.7008371353149414,14.892193289056557,0.341796875
72,2.669826030731201,14.437457300423308,0.34375
73,2.6887593269348145,14.71341006024642,0.34375
74,2.5797109603881836,13.19332421518467,0.345703125
75,2.592909574508667,13.368612044036364,0.345703125
76,2.500995635986328,12.194629330296838,0.345703125
77,2.4617919921875,11.725805275503696,0.337890625
78,2.6236343383789062,13.785734676031574,0.34375
79,2.4888157844543457,12.047001423589617,0.34375
80,2.495173692703247,12.123839158114144,0.341796875
