step,loss,ppl,gate_rate
3300,5.6667,289.08,0.1396
3320,5.8805,357.98,0.1235
3340,5.8090,333.29,0.1328
3360,5.9140,370.20,0.1309
3380,5.8792,357.53,0.1191
3400,5.7940,328.31,0.1226
3420,5.6699,290.00,0.1279
3440,5.6494,284.13,0.1357
3460,5.9242,373.96,0.1094
3480,5.5290,251.89,0.1455
3500,5.8871,360.37,0.1187
3520,5.8043,331.73,0.1309
3540,5.8900,361.40,0.1187
3560,5.3574,212.18,0.1543
3580,5.4817,240.25,0.1475
3600,5.9224,373.29,0.1147
3620,5.9146,370.42,0.1157
3640,5.8968,363.86,0.1191
3660,5.6596,287.04,0.1299
3680,5.6400,281.46,0.1270
3700,5.4348,229.25,0.1396
3720,5.7111,302.20,0.1226
3740,5.7352,309.59,0.1216
3760,5.7960,328.98,0.1133
3780,5.6749,291.45,0.1196
3800,5.4851,241.08,0.1338
3820,5.8514,347.71,0.1157
3840,5.7297,307.88,0.1279
3860,5.5466,256.37,0.1338
3880,5.7189,304.58,0.1245
3900,5.6237,276.90,0.1377
3920,5.7425,311.83,0.1289
3940,5.4954,243.58,0.1426
3960,5.8040,331.62,0.1157
3980,5.6857,294.64,0.1216
4000,5.7087,301.47,0.1250
4020,5.8277,339.58,0.1099
4040,5.5994,270.26,0.1279
4060,5.5926,268.43,0.1279
4080,5.7017,299.38,0.1260
4100,5.7054,300.48,0.1177
4120,5.7745,322.00,0.1138
4140,5.5872,267.00,0.1250
4160,5.6397,281.38,0.1196
4180,5.6574,286.41,0.1128
4200,5.4194,225.74,0.1177
4220,5.6708,290.25,0.1206
4240,5.5757,263.94,0.1187
4260,5.6609,287.42,0.1206
4280,5.7624,318.10,0.1094
4300,5.6080,272.61,0.1074
4320,5.7247,306.33,0.1089
4340,5.4588,234.82,0.1191
4360,5.6116,273.58,0.1138
4380,5.7017,299.39,0.1108
4400,5.5409,254.90,0.1260
4420,5.6048,271.72,0.1089
4440,5.7376,310.31,0.1030
4460,5.6245,277.13,0.1079
4480,5.8389,343.40,0.1001
4500,5.5754,263.86,0.1094
4520,5.4515,233.10,0.1128
4540,5.1678,175.52,0.1318
4560,5.6390,281.18,0.1187
4580,5.7447,312.52,0.1069
4600,5.6896,295.76,0.0942
4620,5.5207,249.80,0.1060
4640,5.5500,257.23,0.1133
4660,5.2715,194.72,0.1260
4680,5.6664,288.99,0.1001
4700,5.4287,227.86,0.1235
4720,5.5672,261.70,0.0962
4740,5.6923,296.56,0.1040
4760,5.6488,283.96,0.1040
4780,5.5174,248.99,0.1074
4800,5.4739,238.38,0.1133
4820,5.6366,280.49,0.1035
4840,5.3451,209.57,0.1172
4860,5.5598,259.77,0.1099
4880,5.5066,246.30,0.1133
4900,5.7049,300.34,0.1108
4920,5.7657,319.16,0.0996
4940,5.6931,296.81,0.0962
4960,5.7455,312.79,0.0913
4980,5.3352,207.50,0.1069
5000,5.5206,249.79,0.1011
5020,5.5584,259.41,0.1001
5040,5.5221,250.16,0.1108
5060,5.5594,259.66,0.1011
5080,5.5316,252.56,0.1035
5100,5.5813,265.43,0.1016
5120,5.4529,233.42,0.1069
5140,5.5824,265.72,0.1030
5160,5.3279,206.00,0.1118
5180,5.4740,238.41,0.1074
5200,5.4726,238.07,0.1016
5220,5.4166,225.12,0.1147
5240,5.5805,265.20,0.0918
5260,5.3234,205.09,0.1167
5280,5.5389,254.41,0.1011
5300,5.3931,219.88,0.1040
5320,5.4651,236.30,0.1016
5340,5.5923,268.36,0.0898
5360,5.4482,232.33,0.1001
5380,5.5635,260.75,0.0938
5400,5.5456,256.10,0.1021
5420,5.7187,304.50,0.0938
5440,5.5057,246.10,0.1050
5460,5.6052,271.85,0.0962
5480,5.5050,245.92,0.1016
5500,5.2083,182.78,0.1157
5520,5.2573,191.96,0.1245
5540,5.6044,271.63,0.0918
5560,5.4714,237.79,0.1011
5580,5.6248,277.22,0.1021
5600,5.4502,232.80,0.0977
5620,5.3649,213.77,0.1055
5640,5.4955,243.60,0.0942
5660,5.6556,285.88,0.0923
5680,5.6007,270.63,0.0952
5700,5.2971,199.75,0.1089
5720,5.5240,250.64,0.0962
5740,5.6620,287.74,0.0898
5760,5.4926,242.90,0.0933
5780,5.4528,233.41,0.0981
5800,5.6938,297.03,0.0918
5820,5.3870,218.54,0.0981
5840,5.5085,246.77,0.0938
5860,5.3380,208.10,0.1050
5880,5.3999,221.38,0.0942
5900,5.4636,235.95,0.0952
5920,5.4877,241.71,0.0952
5940,5.4802,239.88,0.0962
5960,5.2876,197.88,0.0991
5980,5.2888,198.11,0.1040
6000,5.3992,221.23,0.1011
6020,5.6447,282.80,0.0957
6040,5.4798,239.79,0.0996
6060,5.5959,269.32,0.0923
6080,5.4799,239.82,0.1030
6100,5.4602,235.15,0.0972
6120,5.3494,210.48,0.0962
6140,5.4703,237.54,0.0957
6160,5.6134,274.07,0.0898
6180,5.4218,226.28,0.0972
6200,5.3952,220.34,0.0923
6220,5.3557,211.81,0.0981
6240,5.5760,264.01,0.0884
6260,5.4188,225.60,0.0918
6280,5.4798,239.80,0.0981
6300,5.4789,239.59,0.0894
6320,5.4112,223.89,0.0859
6340,5.3784,216.67,0.0923
6360,5.5015,245.06,0.0938
6380,5.3167,203.72,0.0903
6400,5.5517,257.66,0.0894
6420,5.4293,228.00,0.0938
6440,5.1519,172.76,0.0977
6460,5.6028,271.19,0.0840
6480,5.4818,240.29,0.0938
6500,5.4562,234.21,0.0918
6520,5.3059,201.51,0.0996
6540,5.3412,208.76,0.0996
6560,5.4215,226.22,0.0845
6580,5.4740,238.42,0.0859
6600,5.6137,274.15,0.0879
6620,5.1868,178.90,0.0913
6640,5.5595,259.70,0.0854
6660,5.2312,187.01,0.0913
6680,5.3967,220.68,0.0903
6700,5.3696,214.77,0.0913
6720,5.4950,243.46,0.0840
6740,5.4163,225.05,0.0864
6760,5.1853,178.63,0.0962
6780,5.3456,209.68,0.0898
6800,5.2810,196.56,0.0918
6820,5.4126,224.21,0.0835
6840,5.4042,222.34,0.0894
6860,5.3660,214.01,0.0845
6880,5.3604,212.81,0.0894
6900,5.5135,248.01,0.0835
6920,5.1684,175.63,0.0845
6940,5.2637,193.19,0.0942
6960,5.3791,216.83,0.0884
6980,5.4608,235.29,0.0840
7000,5.3456,209.68,0.0894
7020,5.4364,229.61,0.0864
7040,5.2535,191.24,0.0898
7060,5.3575,212.18,0.0879
7080,5.6018,270.90,0.0815
7100,5.1645,174.94,0.0913
7120,5.3756,216.07,0.0830
7140,5.5193,249.46,0.0854
7160,5.3550,211.66,0.0874
7180,5.3295,206.34,0.0815
7200,5.3670,214.21,0.0840
7220,5.3999,221.39,0.0874
7240,5.2880,197.94,0.0952
7260,5.3518,210.99,0.0942
7280,5.0767,160.24,0.0952
7300,5.4444,231.46,0.0854
7320,5.1363,170.09,0.0903
7340,5.2141,183.85,0.0884
7360,5.3377,208.04,0.0898
7380,5.2390,188.48,0.0981
7400,5.2120,183.46,0.0938
7420,5.3044,201.22,0.0903
7440,5.0730,159.65,0.0933
7460,5.1305,169.10,0.0884
7480,5.2868,197.71,0.0981
7500,5.3793,216.87,0.0938
7520,5.1214,167.57,0.0952
7540,5.3046,201.27,0.0913
7560,5.2307,186.92,0.0898
7580,5.2243,185.73,0.0918
7600,5.1644,174.94,0.0962
7620,5.4009,221.60,0.0874
7640,5.2999,200.32,0.0835
7660,5.3502,210.66,0.0845
7680,5.3117,202.69,0.0859
7700,5.3400,208.52,0.0845
7720,5.3697,214.81,0.0825
7740,5.3553,211.73,0.0840
7760,5.0507,156.13,0.0894
7780,4.9695,143.96,0.0972
7800,5.3260,205.62,0.0898
7820,5.0308,153.05,0.0918
7840,5.0682,158.89,0.0977
7860,5.2413,188.91,0.0854
7880,5.3467,209.92,0.0879
7900,5.3279,206.00,0.0864
7920,5.4660,236.51,0.0825
7940,4.9303,138.42,0.0898
7960,5.5089,246.88,0.0767
7980,5.4245,226.91,0.0894
