step,loss,ppl,gate_rate
2260,6.1915,488.59,0.0000
2280,6.1581,472.53,0.0000
2300,6.2114,498.39,0.0000
2320,6.1053,448.23,0.0000
2340,6.0043,405.18,0.0000
2360,6.0579,427.48,0.0000
2380,6.1956,490.60,0.0000
2400,5.8370,342.75,0.0000
2420,5.9933,400.74,0.0000
2440,6.0428,421.07,0.0000
2460,6.1024,446.91,0.0000
2480,5.9586,387.06,0.0000
2500,6.0862,439.74,0.0000
2520,6.1125,451.48,0.0000
2540,6.0321,416.60,0.0000
2560,6.0977,444.85,0.0000
2580,6.0070,406.26,0.0000
2600,6.0253,413.78,0.0000
2620,6.1544,470.79,0.0000
2640,5.9729,392.62,0.0000
2660,6.1708,478.58,0.0000
2680,5.9253,374.38,0.0000
2700,5.8216,337.51,0.0000
2720,6.0412,420.40,0.0000
2740,5.8865,360.14,0.0000
2760,5.9858,397.73,0.0000
2780,5.9558,385.97,0.0000
2800,6.0651,430.58,0.0000
2820,5.9480,382.97,0.0000
2840,6.0944,443.38,0.0000
2860,5.8351,342.08,0.0000
2880,6.0593,428.09,0.0000
2900,5.9796,395.29,0.0000
2920,6.0614,428.99,0.0000
2940,5.9841,397.06,0.0000
2960,6.0019,404.18,0.0000
2980,5.9577,386.70,0.0000
3000,5.9271,375.07,0.0000
3020,5.8891,361.10,0.0000
3040,5.8729,355.28,0.0000
3060,5.7422,311.73,0.0000
3080,5.8858,359.89,0.0000
3100,5.9219,373.10,0.0000
3120,5.9111,369.12,0.0000
3140,5.7988,329.90,0.0000
3160,5.7668,319.51,0.0000
3180,5.9013,365.51,0.0000
3200,5.8032,331.37,0.0000
3220,5.9382,379.25,0.0000
3240,5.8559,349.30,0.0000
3260,5.8809,358.13,0.0000
3280,5.9536,385.14,0.0000
3300,5.8049,331.94,0.0000
3320,5.9143,370.31,0.0000
3340,5.8482,346.62,0.0000
3360,5.8505,347.42,0.0000
3380,5.8308,340.64,0.0000
3400,5.9694,391.27,0.0000
3420,6.0588,427.86,0.0000
3440,5.9115,369.27,0.0000
3460,6.0231,412.86,0.0000
3480,5.8979,364.26,0.0000
3500,5.8653,352.59,0.0000
3520,5.7654,319.06,0.0000
3540,5.8784,357.22,0.0000
3560,5.5841,266.16,0.0000
3580,5.9560,386.06,0.0000
3600,5.6686,289.62,0.0000
3620,5.6968,297.93,0.0000
3640,5.6722,290.66,0.0000
3660,5.7642,318.69,0.0000
3680,5.7726,321.36,0.0000
3700,5.6770,292.08,0.0000
3720,5.8126,334.48,0.0000
3740,5.8178,336.23,0.0000
3760,5.8991,364.70,0.0000
3780,5.8255,338.82,0.0000
3800,5.6753,291.59,0.0000
3820,5.7491,313.92,0.0000
3840,5.6336,279.65,0.0000
3860,5.7133,302.86,0.0000
3880,5.7248,306.37,0.0000
3900,5.7865,325.88,0.0000
3920,5.8177,336.19,0.0000
3940,5.7776,322.99,0.0000
3960,5.6766,291.96,0.0000
3980,5.8905,361.58,0.0000
